             0             0             0   3.66211e-05             0             0             0   0
             0          0.01             0   3.66211e-05             0             0             0   0
             0          0.02             0   3.66211e-05             0             0             0   0
             0          0.03             0   3.66211e-05             0             0             0   0
             0          0.04             0   3.66211e-05             0             0             0   0
             0          0.05             0   3.66211e-05             0             0             0   0
             0          0.06             0   3.66211e-05             0             0             0   0
             0          0.07             0   3.66211e-05             0             0             0   0
             0          0.08             0   3.66211e-05             0             0             0   0
             0          0.09             0   3.66211e-05             0             0             0   0
             0           0.1             0   3.66211e-05             0             0             0   0
             0          0.11             0   3.66211e-05             0             0             0   0
             0          0.12             0   3.66211e-05             0             0             0   0
             0          0.13             0   3.66211e-05             0             0             0   0
             0          0.14             0   3.66211e-05             0             0             0   0
             0          0.15             0   3.66211e-05             0             0             0   0
             0          0.16             0   3.66211e-05             0             0             0   0
             0          0.17             0   3.66211e-05             0             0             0   0
             0          0.18             0   3.66211e-05             0             0             0   0
             0          0.19             0   3.66211e-05             0             0             0   0
             0           0.2             0   3.66211e-05             0             0             0   0
             0          0.21             0   3.66211e-05             0             0             0   0
             0          0.22             0   3.66211e-05             0             0             0   0
             0          0.23             0   3.66211e-05             0             0             0   0
             0          0.24             0   3.66211e-05             0             0             0   0
             0          0.25             0   3.66211e-05             0             0             0   0
             0          0.26             0   3.66211e-05             0             0             0   0
             0          0.27             0   3.66211e-05             0             0             0   0
             0          0.28             0   3.66211e-05             0             0             0   0
             0          0.29             0   3.66211e-05             0             0             0   0
             0           0.3             0   3.66211e-05             0             0             0   0
             0          0.31             0   3.66211e-05             0             0             0   0
             0          0.32             0   3.66211e-05             0             0             0   0
             0          0.33             0   3.66211e-05             0             0             0   0
             0          0.34             0   3.66211e-05             0             0             0   0
             0          0.35             0   3.66211e-05             0             0             0   0
             0          0.36             0   3.66211e-05             0             0             0   0
             0          0.37             0   3.66211e-05             0             0             0   0
             0          0.38             0   3.66211e-05             0             0             0   0
             0          0.39             0   3.66211e-05             0             0             0   0
             0           0.4             0   3.66211e-05             0             0             0   0
             0          0.41             0   3.66211e-05             0             0             0   0
             0          0.42             0   3.66211e-05             0             0             0   0
             0          0.43             0   3.66211e-05             0             0             0   0
             0          0.44             0   3.66211e-05             0             0             0   0
             0          0.45             0   3.66211e-05             0             0             0   0
             0          0.46             0   3.66211e-05             0             0             0   0
             0          0.47             0   3.66211e-05             0             0             0   0
             0          0.48             0   3.66211e-05             0             0             0   0
             0          0.49             0   3.66211e-05             0             0             0   0
             0           0.5             0   3.66211e-05             0             0             0   0
             0          0.51             0   3.66211e-05             0             0             0   0
             0          0.52             0   3.66211e-05             0             0             0   0
             0          0.53             0   3.66211e-05             0             0             0   0
             0          0.54             0   3.66211e-05             0             0             0   0
             0          0.55             0   3.66211e-05             0             0             0   0
             0          0.56             0   3.66211e-05             0             0             0   0
             0          0.57             0   3.66211e-05             0             0             0   0
             0          0.58             0   3.66211e-05             0             0             0   0
             0          0.59             0   3.66211e-05             0             0             0   0
             0           0.6             0   3.66211e-05             0             0             0   0
             0          0.61             0   3.66211e-05             0             0             0   0
             0          0.62             0   3.66211e-05             0             0             0   0
             0          0.63             0   3.66211e-05             0             0             0   0
             0          0.64             0   3.66211e-05             0             0             0   0
             0          0.65             0   3.66211e-05             0             0             0   0
             0          0.66             0   3.66211e-05             0             0             0   0
             0          0.67             0   3.66211e-05             0             0             0   0
             0          0.68             0   3.66211e-05             0             0             0   0
             0          0.69             0   3.66211e-05             0             0             0   0
             0           0.7             0   3.66211e-05             0             0             0   0
             0          0.71             0   3.66211e-05             0             0             0   0
             0          0.72             0   3.66211e-05             0             0             0   0
             0          0.73             0   3.66211e-05             0             0             0   0
             0          0.74             0   3.66211e-05             0             0             0   0
             0          0.75             0   3.66211e-05             0             0             0   0
             0          0.76             0   3.66211e-05             0             0             0   0
             0          0.77             0   3.66211e-05             0             0             0   0
             0          0.78             0   3.66211e-05             0             0             0   0
             0          0.79             0   3.66211e-05             0             0             0   0
             0           0.8             0   3.66211e-05             0             0             0   0
             0          0.81             0   3.66211e-05             0             0             0   0
             0          0.82             0   3.66211e-05             0             0             0   0
             0          0.83             0   3.66211e-05             0             0             0   0
             0          0.84             0   3.66211e-05             0             0             0   0
             0          0.85             0   3.66211e-05             0             0             0   0
             0          0.86             0   3.66211e-05             0             0             0   0
             0          0.87             0   3.66211e-05             0             0             0   0
             0          0.88             0   3.66211e-05             0             0             0   0
             0          0.89             0   3.66211e-05             0             0             0   0
             0           0.9             0   3.66211e-05             0             0             0   0
             0          0.91             0   3.66211e-05             0             0             0   0
             0          0.92             0   3.66211e-05             0             0             0   0
             0          0.93             0   3.66211e-05             0             0             0   0
             0          0.94             0   3.66211e-05             0             0             0   0
             0          0.95             0   3.66211e-05             0             0             0   0
             0          0.96             0   3.66211e-05             0             0             0   0
             0          0.97             0   3.66211e-05             0             0             0   0
             0          0.98             0   3.66211e-05             0             0             0   0
             0          0.99             0   3.66211e-05             0             0             0   0
             0             1             0   3.66211e-05             0             0             0   0
          0.02             0    0.00437972      0.104258  -4.88281e-05    3.2959e-05   4.88281e-05   0
          0.02          0.01    0.00279532     0.0888672      0.516553    -0.0244226     0.0663574   0
          0.02          0.02    0.00125241     0.0532422           0.8    -0.0739929      0.153955   1
          0.02          0.03    0.00160491     0.0556641           0.8    -0.0704993      0.147119   1
          0.02          0.04    0.00199132     0.0578516           0.8    -0.0668738      0.140283   1
          0.02          0.05    0.00263707     0.0608203           0.8    -0.0620618      0.131982   1
          0.02          0.06     0.0015573     0.0553516           0.8    -0.0695105      0.141943   1
          0.02          0.07     0.0041289     0.0658203           0.8    -0.0531628      0.116162   1
          0.02          0.08    0.00318538     0.0628516           0.8    -0.0572498      0.122021   1
          0.02          0.09    0.00248151     0.0601172           0.8    -0.0610071      0.127002   1
          0.02           0.1    0.00194078     0.0575391           0.8    -0.0643689      0.131396   1
